planner,instance,num_holes,num_hole_vertices,cost,sweep_distance,v_max,a_max,num_nodes,num_edges,num_cells,decomposition,edge_creation,line_sweeps,node_creation,poly_offset,polygon_adjacency,pruning,setup_solver,solve,sweep_graph,timer_setup_total,timer_solve_total
our_bcd,0/0000,0,0,1438.12,3,3,1,8,0,1,0.000769885,1.0651e-05,0.0135356,0.000851832,4.564e-06,1.185e-06,0.000175356,1.5e-07,0.0262689,0.0146269,0.0154248,0.0262713
our_tcd,0/0000,0,0,1438.12,3,3,1,8,0,1,0.000548052,7.683e-06,0.0147195,0.000841397,9.94e-07,2.91e-07,0.000210738,1e-07,0.00363147,0.0158085,0.0163627,0.00363292
one_dir_gkma,0/0000,0,0,1438.12,3,3,1,1,0,1,0.000439058,1.817e-06,0.00421728,0.000194523,1.239e-06,3.03e-07,1.5643e-05,3.92e-07,0.00541652,0.00449566,0.00494072,0.00541736
gtsp_exact,0/0000,0,0,1438.12,3,3,1,8,0,1,0.000432357,8.747e-06,0.0146346,0.000854235,1.268e-06,2.85e-07,0.000209182,4.5156e-05,0.000468307,0.0157323,0.0162151,0.000469115
one_dir_exact,0/0000,0,0,1438.12,3,3,1,1,0,1,0.000416073,1.67e-06,0.0039289,0.000117572,1.042e-06,2.87e-07,9.301e-06,1.3803e-05,0.000187185,0.00409156,0.00452622,0.000188036
our_bcd,0/0001,0,0,1438.12,3,3,1,8,0,1,0.000718899,6.751e-06,0.0154279,0.000840926,1.171e-06,2.88e-07,0.000215306,2.61e-07,0.00354444,0.0165674,0.0172953,0.0035455
our_tcd,0/0001,0,0,1438.12,3,3,1,8,0,1,0.000482372,7.549e-06,0.0142356,0.000871232,1.005e-06,3.69e-07,0.000216129,2.42e-07,0.00366875,0.0153804,0.0158681,0.0036702
one_dir_gkma,0/0001,0,0,1438.12,3,3,1,1,0,1,0.00043471,1.098e-06,0.00387871,0.000107408,1.115e-06,2.73e-07,7.34e-06,6.3e-08,0.00525726,0.0040184,0.00445839,0.00525803
gtsp_exact,0/0001,0,0,1438.12,3,3,1,8,0,1,0.000411021,7.058e-06,0.0147199,0.000817486,6.85e-07,1.58e-07,0.000208918,1.5993e-05,0.000434527,0.015798,0.0162295,0.000435644
one_dir_exact,0/0001,0,0,1438.12,3,3,1,1,0,1,0.000443839,1.869e-06,0.00405905,0.000115841,1.321e-06,4.47e-07,9.201e-06,1.3738e-05,0.000194459,0.00421603,0.00467879,0.000195346
our_bcd,0/0002,0,0,1438.12,3,3,1,8,0,1,0.00067782,9.143e-06,0.0139134,0.000918297,1.123e-06,2.64e-07,0.000214519,2.12e-07,0.00360415,0.0151125,0.0157956,0.00360514
our_tcd,0/0002,0,0,1438.12,3,3,1,8,0,1,0.000484597,7.347e-06,0.0148532,0.000831282,1.058e-06,2.88e-07,0.000210188,2.04e-07,0.00346107,0.0159385,0.0164279,0.00346196
one_dir_gkma,0/0002,0,0,1438.12,3,3,1,1,0,1,0.000419588,8.83e-07,0.00381863,0.000115425,1.322e-06,2.9e-07,7.81e-06,1.8e-07,0.00557339,0.00398119,0.00440599,0.00557484
gtsp_exact,0/0002,0,0,1438.12,3,3,1,8,0,1,0.000492756,7.595e-06,0.0162384,0.000866749,1.528e-06,4.37e-07,0.00021515,1.523e-05,0.000428253,0.0173716,0.0178898,0.000429104
one_dir_exact,0/0002,0,0,1438.12,3,3,1,1,0,1,0.000431245,1.431e-06,0.00375179,0.000113916,1.024e-06,2.88e-07,9.361e-06,1.0742e-05,0.000186291,0.00389626,0.00434284,0.000186973
our_bcd,0/0003,0,0,1438.12,3,3,1,8,0,1,0.000906654,7.19e-06,0.01565,0.00100808,1.986e-06,4.49e-07,0.000228142,1.92e-07,0.00352573,0.0169373,0.0178507,0.00352698
our_tcd,0/0003,0,0,1438.12,3,3,1,8,0,1,0.000490893,6.827e-06,0.0143714,0.000821129,1.099e-06,3.15e-07,0.000211771,3.93e-07,0.00352725,0.0154515,0.0159477,0.00352827
one_dir_gkma,0/0003,0,0,1438.12,3,3,1,1,0,1,0.000420939,1.393e-06,0.00386326,0.000157564,1.07e-06,3.06e-07,9.57e-06,5.1e-07,0.00569052,0.00417263,0.00460331,0.00569253
gtsp_exact,0/0003,0,0,1438.12,3,3,1,8,0,1,0.00042434,8.317e-06,0.0149359,0.000869566,1.046e-06,5.96e-07,0.000213598,1.5244e-05,0.000436359,0.0160633,0.0165079,0.000437185
one_dir_exact,0/0003,0,0,1438.12,3,3,1,1,0,1,0.000420665,6.05e-07,0.00379808,0.000110923,1.037e-06,3.05e-07,7.203e-06,1.1647e-05,0.000184552,0.00393945,0.0043764,0.000185212
our_bcd,0/0004,0,0,1438.12,3,3,1,8,0,1,0.000969519,7.283e-06,0.0145707,0.000818443,1.906e-06,4.87e-07,0.00021174,1.97e-07,0.00346352,0.0156484,0.0166254,0.00346502
our_tcd,0/0004,0,0,1438.12,3,3,1,8,0,1,0.000602168,7.335e-06,0.0147805,0.000827444,1.726e-06,4.37e-07,0.00021026,4.76e-07,0.00340813,0.0158699,0.0165364,0.00340901
one_dir_gkma,0/0004,0,0,1438.12,3,3,1,1,0,1,0.000417321,6.14e-07,0.00385081,0.000111079,1.081e-06,2.64e-07,7.36e-06,6.3e-08,0.00546856,0.00399682,0.00441864,0.0054694
gtsp_exact,0/0004,0,0,1438.12,3,3,1,8,0,1,0.000506099,6.789e-06,0.0162899,0.000870589,1.336e-06,3.09e-07,0.000208438,1.4655e-05,0.000440462,0.0174156,0.0179478,0.000441308
one_dir_exact,0/0004,0,0,1438.12,3,3,1,1,0,1,0.00043725,1.036e-06,0.00405026,0.000114204,1.116e-06,2.85e-07,1.1277e-05,1.311e-05,0.00018922,0.00420208,0.00466137,0.000190039
our_bcd,0/0005,0,0,1438.12,3,3,1,8,0,1,0.000763576,6.923e-06,0.0162306,0.00091112,1.169e-06,2.62e-07,0.000214896,2.07e-07,0.00346964,0.0174091,0.0181783,0.00347061
our_tcd,0/0005,0,0,1438.12,3,3,1,8,0,1,0.000497376,6.957e-06,0.0156139,0.00091958,1.287e-06,2.75e-07,0.000216858,1.62e-07,0.00339405,0.0168427,0.0173502,0.00339513
one_dir_gkma,0/0005,0,0,1438.12,3,3,1,1,0,1,0.000422994,6.58e-07,0.00390926,0.000112651,1.048e-06,2.89e-07,7.591e-06,6.7e-08,0.00570764,0.00405292,0.00448517,0.00571118
gtsp_exact,0/0005,0,0,1438.12,3,3,1,8,0,1,0.000458586,9.888e-06,0.0154822,0.000945316,1.101e-06,2.68e-07,0.00021889,1.4663e-05,0.000434542,0.0166995,0.017178,0.000435413
one_dir_exact,0/0005,0,0,1438.12,3,3,1,1,0,1,0.000434173,9.32e-07,0.0038537,0.000113179,1.14e-06,2.78e-07,1.1233e-05,1.1389e-05,0.0001841,0.00400178,0.00445185,0.000184782
our_bcd,0/0006,0,0,1438.12,3,3,1,8,0,1,0.000708671,6.939e-06,0.0151715,0.000879062,9.98e-07,1.81e-07,0.0002088,1.82e-07,0.00337522,0.0163084,0.0170243,0.00337611
our_tcd,0/0006,0,0,1438.12,3,3,1,8,0,1,0.000503523,6.757e-06,0.0152427,0.000833136,1.175e-06,2.83e-07,0.000211039,1.37e-07,0.00351892,0.0163327,0.0168497,0.00351991
one_dir_gkma,0/0006,0,0,1438.12,3,3,1,1,0,1,0.000424679,6.94e-07,0.00366098,0.000108252,1.092e-06,2.77e-07,7.525e-06,6.5e-08,0.00521863,0.00380335,0.00423281,0.00521931
gtsp_exact,0/0006,0,0,1438.12,3,3,1,8,0,1,0.000411656,8.997e-06,0.0160005,0.000985302,8.28e-07,1.46e-07,0.000234412,1.4638e-05,0.000442467,0.0172632,0.0176967,0.000443395
one_dir_exact,0/0006,0,0,1438.12,3,3,1,1,0,1,0.000443542,1.332e-06,0.00398526,0.000142206,1.047e-06,6.74e-07,1.3816e-05,1.4824e-05,0.000199263,0.00418617,0.00465499,0.000200213
our_bcd,0/0007,0,0,1438.12,3,3,1,8,0,1,0.000447039,7.411e-06,0.0155178,0.00088473,1.173e-06,3.28e-07,0.000214436,1.99e-07,0.00375251,0.0166682,0.0171208,0.00375532
our_tcd,0/0007,0,0,1438.12,3,3,1,8,0,1,0.000845303,6.835e-06,0.0141276,0.000813343,1.141e-06,2.56e-07,0.000208116,2.05e-07,0.00360916,0.0152056,0.0160614,0.00361101
one_dir_gkma,0/0007,0,0,1438.12,3,3,1,1,0,1,0.000439715,1.805e-06,0.00385494,0.00011037,1.298e-06,2.9e-07,9.761e-06,1.27e-07,0.00548517,0.00399883,0.00444852,0.00548618
gtsp_exact,0/0007,0,0,1438.12,3,3,1,8,0,1,0.000455315,8.222e-06,0.0149105,0.000832584,1.412e-06,4.4e-07,0.000212057,1.503e-05,0.000431373,0.0159974,0.0164771,0.000432177
one_dir_exact,0/0007,0,0,1438.12,3,3,1,1,0,1,0.000429311,9.66e-07,0.00392751,0.000118548,9.63e-07,2.77e-07,1.1309e-05,1.4565e-05,0.000188323,0.00410214,0.00455045,0.000189203
our_bcd,0/0008,0,0,1438.12,3,3,1,8,0,1,0.000683174,7.05e-06,0.0144759,0.000819711,1.108e-06,2.67e-07,0.000214149,2.58e-07,0.00334869,0.0155628,0.0162537,0.00334965
our_tcd,0/0008,0,0,1438.12,3,3,1,8,0,1,0.00047785,6.79e-06,0.0140569,0.000808829,9.87e-07,2.91e-07,0.000210113,1.98e-07,0.00355094,0.0151229,0.0156112,0.00355241
one_dir_gkma,0/0008,0,0,1438.12,3,3,1,1,0,1,0.000675959,2.015e-06,0.00381084,0.000112842,3.293e-06,3.87e-07,7.641e-06,1.21e-07,0.00520214,0.00407969,0.00476799,0.00520295
gtsp_exact,0/0008,0,0,1438.12,3,3,1,8,0,1,0.000429073,7.718e-06,0.0147336,0.000841585,8.06e-07,1.62e-07,0.000213959,1.5211e-05,0.000433441,0.0158358,0.0162845,0.000434249
one_dir_exact,0/0008,0,0,1438.12,3,3,1,1,0,1,0.000430989,1.355e-06,0.00490042,0.000139485,1.106e-06,2.53e-07,1.6757e-05,1.3828e-05,0.000208028,0.00509092,0.00554574,0.000214744
our_bcd,0/0009,0,0,1438.12,3,3,1,8,0,1,0.000503679,8.148e-06,0.0150734,0.00085581,1.535e-06,3.53e-07,0.000224005,1.028e-06,0.00353994,0.0162226,0.0167732,0.00354238
our_tcd,0/0009,0,0,1438.12,3,3,1,8,0,1,0.000503641,6.753e-06,0.0153527,0.000852112,1.06e-06,3.02e-07,0.000208557,2.05e-07,0.00340675,0.016462,0.0169708,0.00340764
one_dir_gkma,0/0009,0,0,1438.12,3,3,1,1,0,1,0.000419114,7.44e-07,0.00382315,0.000116483,1.193e-06,5.86e-07,7.52e-06,2.39e-07,0.0053477,0.00400527,0.0044327,0.00534974
gtsp_exact,0/0009,0,0,1438.12,3,3,1,8,0,1,0.000451971,7.489e-06,0.0152678,0.000849852,1.071e-06,2.69e-07,0.000213139,1.4885e-05,0.000439754,0.0163754,0.0168536,0.000440704
one_dir_exact,0/0009,0,0,1438.12,3,3,1,1,0,1,0.000435116,1.478e-06,0.00389699,0.000110958,1.015e-06,5.63e-07,9.726e-06,1.1015e-05,0.000182709,0.00404247,0.00449317,0.000183438
our_bcd,0/0010,0,0,1438.12,3,3,1,8,0,1,0.000655502,7.757e-06,0.0149367,0.000889494,1.058e-06,1.79e-07,0.000260178,6.33e-07,0.00348222,0.01614,0.0168008,0.00348317
our_tcd,0/0010,0,0,1438.12,3,3,1,8,0,1,0.000486965,6.824e-06,0.0141908,0.000823506,1.058e-06,3.1e-07,0.000210035,1.96e-07,0.00340534,0.0152721,0.0157683,0.00341474
one_dir_gkma,0/0010,0,0,1438.12,3,3,1,1,0,1,0.000459852,1.367e-06,0.0036838,0.000112349,1.511e-06,3.08e-07,7.506e-06,3.13e-07,0.0057629,0.00388869,0.00435538,0.00576449
gtsp_exact,0/0010,0,0,1438.12,3,3,1,8,0,1,0.000442787,8.925e-06,0.0146368,0.000921498,1.042e-06,3.2e-07,0.000216333,1.4849e-05,0.000438438,0.0158286,0.0162917,0.000439292
one_dir_exact,0/0010,0,0,1438.12,3,3,1,1,0,1,0.00043388,5.96e-07,0.00376792,0.000105975,1.105e-06,2.96e-07,7.475e-06,1.1608e-05,0.000184074,0.0039044,0.00435782,0.000184784
our_bcd,0/0011,0,0,1438.12,3,3,1,8,0,1,0.000717506,7.345e-06,0.0159962,0.000855969,1.117e-06,2.04e-07,0.000214918,3.07e-07,0.00362329,0.0171202,0.0178434,0.00362491
our_tcd,0/0011,0,0,1438.12,3,3,1,8,0,1,0.000575895,6.894e-06,0.0145267,0.000820667,1.397e-06,2.96e-07,0.000209851,1.35e-07,0.00345116,0.0156075,0.0161897,0.00345203
one_dir_gkma,0/0011,0,0,1438.12,3,3,1,1,0,1,0.00041966,6.05e-07,0.00359206,0.000106602,1.036e-06,2.9e-07,7.332e-06,6.9e-08,0.00538003,0.00372909,0.00415592,0.00538104
gtsp_exact,0/0011,0,0,1438.12,3,3,1,8,0,1,0.000425869,7.092e-06,0.0148209,0.000849955,1.165e-06,2.82e-07,0.000212534,1.4822e-05,0.00043866,0.0159257,0.016375,0.000445819
one_dir_exact,0/0011,0,0,1438.12,3,3,1,1,0,1,0.000423412,7.2e-07,0.00375527,0.000111396,1.076e-06,2.65e-07,7.191e-06,1.0819e-05,0.000184448,0.00390005,0.00433859,0.000185141
our_bcd,0/0012,0,0,1438.12,3,3,1,8,0,1,0.000661723,8.324e-06,0.0143989,0.000843662,1.102e-06,1.37e-07,0.000217354,1.94e-07,0.00342069,0.0155148,0.0161814,0.00342196
our_tcd,0/0012,0,0,1438.12,3,3,1,8,0,1,0.000546626,1.2138e-05,0.0146584,0.00080526,1.154e-06,3.89e-07,0.000208363,1.99e-07,0.00353676,0.0157214,0.01628,0.00353822
one_dir_gkma,0/0012,0,0,1438.12,3,3,1,1,0,1,0.000462631,9.01e-07,0.00370519,0.000121384,1.453e-06,3.41e-07,7.809e-06,1.44e-07,0.0053118,0.00386549,0.00433387,0.00531288
gtsp_exact,0/0012,0,0,1438.12,3,3,1,8,0,1,0.000489378,6.966e-06,0.0152408,0.000856426,2.418e-06,5.9e-07,0.00020946,2.5047e-05,0.000435606,0.0163657,0.0168877,0.000436578
one_dir_exact,0/0012,0,0,1438.12,3,3,1,1,0,1,0.000416153,1.747e-06,0.00397901,0.000143584,1.018e-06,3.39e-07,1.05e-05,1.4169e-05,0.000192422,0.0041758,0.00461547,0.000193313
our_bcd,0/0013,0,0,1438.12,3,3,1,8,0,1,0.000816645,7.559e-06,0.0168131,0.00083781,1.617e-06,2.72e-07,0.000217313,2.15e-07,0.00350972,0.0179175,0.0187452,0.00351737
our_tcd,0/0013,0,0,1438.12,3,3,1,8,0,1,0.000512158,6.897e-06,0.014806,0.000818891,1.233e-06,2.89e-07,0.000211444,2.04e-07,0.00344862,0.0158861,0.016404,0.0034495
one_dir_gkma,0/0013,0,0,1438.12,3,3,1,1,0,1,0.000419394,6.24e-07,0.00359139,0.000107027,1.08e-06,2.92e-07,7.218e-06,6.3e-08,0.00515942,0.00373052,0.0041544,0.00516013
gtsp_exact,0/0013,0,0,1438.12,3,3,1,8,0,1,0.000410396,7.074e-06,0.0146269,0.000842977,8.49e-07,3.62e-07,0.000208766,1.5852e-05,0.000435047,0.0157539,0.0161873,0.000435984
one_dir_exact,0/0013,0,0,1438.12,3,3,1,1,0,1,0.00044222,9.2e-07,0.00420645,0.000112888,1.302e-06,3.99e-07,7.924e-06,1.4407e-05,0.000190827,0.00436226,0.00483026,0.000191667
our_bcd,0/0014,0,0,1438.12,3,3,1,8,0,1,0.000658365,7.026e-06,0.013893,0.00089031,1.145e-06,2.61e-07,0.000220292,2.23e-07,0.00335878,0.0150603,0.0157239,0.00335976
our_tcd,0/0014,0,0,1438.12,3,3,1,8,0,1,0.000481752,6.842e-06,0.0144848,0.000840958,1.087e-06,3.01e-07,0.000210011,1.9e-07,0.00337252,0.0155816,0.0160707,0.00337338
one_dir_gkma,0/0014,0,0,1438.12,3,3,1,1,0,1,0.000419049,6.03e-07,0.00369932,0.000110365,1.002e-06,2.82e-07,7.381e-06,7e-08,0.00553797,0.00384034,0.00426891,0.00554155
gtsp_exact,0/0014,0,0,1438.12,3,3,1,8,0,1,0.000456799,8.48e-06,0.0151453,0.000851099,1.019e-06,2.63e-07,0.000213232,1.781e-05,0.000427325,0.0162837,0.0167643,0.000428128
one_dir_exact,0/0014,0,0,1438.12,3,3,1,1,0,1,0.000414545,6.11e-07,0.00370643,0.000109449,9.86e-07,2.82e-07,7.341e-06,1.1121e-05,0.000183809,0.00384848,0.00427833,0.000184471
our_bcd,0/0015,0,0,1438.12,3,3,1,8,0,1,0.000630601,7.365e-06,0.017003,0.000892363,8.58e-07,1.45e-07,0.000215767,2.4e-07,0.00345875,0.0181621,0.0188,0.00346025
our_tcd,0/0015,0,0,1438.12,3,3,1,8,0,1,0.000520823,7.166e-06,0.0144593,0.000905414,1.206e-06,3.57e-07,0.000220497,2.26e-07,0.00359966,0.0156774,0.0162215,0.00360096
one_dir_gkma,0/0015,0,0,1438.12,3,3,1,1,0,1,0.000424147,6.7e-07,0.00365888,0.000107217,1.137e-06,2.91e-07,7.511e-06,4.1e-08,0.0052584,0.00380301,0.00423174,0.00525916
gtsp_exact,0/0015,0,0,1438.12,3,3,1,8,0,1,0.000410807,8.674e-06,0.0145175,0.000873506,1.032e-06,1.46e-07,0.000213227,5.2387e-05,0.000451409,0.0156502,0.0161206,0.000452452
one_dir_exact,0/0015,0,0,1438.12,3,3,1,1,0,1,0.000413724,6.23e-07,0.00379057,0.000110769,1.414e-06,2.75e-07,7.47e-06,1.115e-05,0.000182561,0.00393228,0.00436691,0.00018327
our_bcd,0/0016,0,0,1438.12,3,3,1,8,0,1,0.000667589,7.875e-06,0.0145413,0.000807026,9.84e-07,1.37e-07,0.000213182,1.89e-07,0.00336959,0.0156118,0.0162841,0.00337053
our_tcd,0/0016,0,0,1438.12,3,3,1,8,0,1,0.000485294,6.921e-06,0.0143819,0.0010326,1.035e-06,2.91e-07,0.000213561,1.86e-07,0.00341586,0.0156843,0.0161746,0.00341667
one_dir_gkma,0/0016,0,0,1438.12,3,3,1,1,0,1,0.000418203,6.25e-07,0.00364956,0.000110026,1.212e-06,2.75e-07,7.365e-06,6.7e-08,0.00516339,0.00379006,0.00421837,0.00516409
gtsp_exact,0/0016,0,0,1438.12,3,3,1,8,0,1,0.000409798,1.031e-05,0.0147007,0.000915074,7.82e-07,1.44e-07,0.000225901,0.000122147,0.000570994,0.015951,0.0165198,0.000572233
one_dir_exact,0/0016,0,0,1438.12,3,3,1,1,0,1,0.000436742,5.86e-07,0.00381223,0.000113419,1.055e-06,2.83e-07,7.402e-06,1.1871e-05,0.00018634,0.00396065,0.00441414,0.000187076
our_bcd,0/0017,0,0,1438.12,3,3,1,8,0,1,0.0006604,7.413e-06,0.0143485,0.000826001,9.71e-07,1.57e-07,0.000213781,1.97e-07,0.00345511,0.0154365,0.0163046,0.00345615
our_tcd,0/0017,0,0,1438.12,3,3,1,8,0,1,0.000482746,6.891e-06,0.0174342,0.000829245,1.033e-06,3.13e-07,0.000212107,1.89e-07,0.00367326,0.018521,0.0190152,0.00367505
one_dir_gkma,0/0017,0,0,1438.12,3,3,1,1,0,1,0.00045208,9.64e-07,0.00375844,0.000119321,1.23e-06,3.79e-07,7.783e-06,2.34e-07,0.00523937,0.00392926,0.00438727,0.00524025
gtsp_exact,0/0017,0,0,1438.12,3,3,1,8,0,1,0.000466087,1.0879e-05,0.0146414,0.00116702,1.11e-06,3.54e-07,0.000285327,5.142e-05,0.000467344,0.0161546,0.0166778,0.000468581
one_dir_exact,0/0017,0,0,1438.12,3,3,1,1,0,1,0.00041938,8.06e-07,0.00381306,0.000117232,1.063e-06,2.92e-07,7.721e-06,1.4892e-05,0.000196508,0.00397377,0.00441583,0.000203852
our_bcd,0/0018,0,0,1438.12,3,3,1,8,0,1,0.00071071,6.943e-06,0.0152476,0.000819513,1.292e-06,2.65e-07,0.000211662,2.15e-07,0.00338998,0.0163244,0.0170475,0.00339089
our_tcd,0/0018,0,0,1438.12,3,3,1,8,0,1,0.000478112,7.025e-06,0.0141244,0.000812543,1.072e-06,2.97e-07,0.000209266,1.85e-07,0.00361543,0.0152002,0.0156838,0.00361707
one_dir_gkma,0/0018,0,0,1438.12,3,3,1,1,0,1,0.000460487,8.6e-07,0.00405693,0.000109193,1.559e-06,3.56e-07,7.862e-06,2.01e-07,0.00521564,0.00420625,0.00468201,0.00521645
gtsp_exact,0/0018,0,0,1438.12,3,3,1,8,0,1,0.000414768,7.474e-06,0.0142252,0.000859397,9.92e-07,2.88e-07,0.000213375,1.5608e-05,0.00046812,0.0153416,0.015781,0.000469353
one_dir_exact,0/0018,0,0,1438.12,3,3,1,1,0,1,0.000416007,1.684e-06,0.00383097,0.000122787,9.44e-07,2.85e-07,1.0789e-05,1.7204e-05,0.000202836,0.0040147,0.00445271,0.00020372
our_bcd,0/0019,0,0,1438.12,3,3,1,8,0,1,0.000750168,7.249e-06,0.0138665,0.000803482,1.557e-06,2.67e-07,0.000210136,1.92e-07,0.00352484,0.0149184,0.0156775,0.00352628
our_tcd,0/0019,0,0,1438.12,3,3,1,8,0,1,0.000533176,6.845e-06,0.0167016,0.000832531,1.164e-06,4.94e-07,0.000216219,4.39e-07,0.0035421,0.0177963,0.0183419,0.00354782
one_dir_gkma,0/0019,0,0,1438.12,3,3,1,1,0,1,0.000439765,9.89e-07,0.0038178,0.000113069,1.352e-06,3.31e-07,8.03e-06,2.1e-07,0.00561303,0.00398235,0.00442771,0.00561463
gtsp_exact,0/0019,0,0,1438.12,3,3,1,8,0,1,0.000438717,6.579e-06,0.0151295,0.000819236,1.188e-06,2.68e-07,0.000209133,1.4249e-05,0.000438865,0.0162073,0.0166653,0.000439674
one_dir_exact,0/0019,0,0,1438.12,3,3,1,1,0,1,0.000438336,6.01e-07,0.00382033,0.000110728,1.144e-06,2.95e-07,7.522e-06,1.2317e-05,0.000186076,0.00396319,0.00442079,0.000186727
our_bcd,0/0020,0,0,1438.12,3,3,1,8,0,1,0.000639236,7.984e-06,0.0143976,0.000887935,1.069e-06,2.53e-07,0.000224661,6.92e-07,0.00369864,0.0155711,0.0162185,0.0037004
our_tcd,0/0020,0,0,1438.12,3,3,1,8,0,1,0.00049853,7.136e-06,0.0142348,0.000858559,1.046e-06,2.79e-07,0.000213254,1.21e-07,0.00344095,0.0153661,0.01587,0.00344183
one_dir_gkma,0/0020,0,0,1438.12,3,3,1,1,0,1,0.000421477,6.85e-07,0.00372065,0.000112927,1.135e-06,2.82e-07,7.287e-06,7.1e-08,0.00553125,0.00386449,0.00429372,0.00553259
gtsp_exact,0/0020,0,0,1438.12,3,3,1,8,0,1,0.000438309,8.956e-06,0.0147961,0.000932027,1.086e-06,2.93e-07,0.000219163,1.5007e-05,0.000450273,0.0159982,0.0164614,0.000458662
one_dir_exact,0/0020,0,0,1438.12,3,3,1,1,0,1,0.00041782,7.39e-07,0.00382344,0.000112042,1.014e-06,3.12e-07,7.198e-06,1.1253e-05,0.000186004,0.00399437,0.00442811,0.000186693
our_bcd,0/0021,0,0,1438.12,3,3,1,8,0,1,0.000641138,7.068e-06,0.014769,0.000809812,9.03e-07,1.5e-07,0.000209124,2.18e-07,0.00337472,0.0158384,0.0164843,0.00337559
our_tcd,0/0021,0,0,1438.12,3,3,1,8,0,1,0.000477939,6.93e-06,0.0176648,0.000904716,1.098e-06,3e-07,0.000216526,1.39e-07,0.00347563,0.0188329,0.0193185,0.00347699
one_dir_gkma,0/0021,0,0,1438.12,3,3,1,1,0,1,0.000439937,1.072e-06,0.00393404,0.000115288,1.128e-06,5.5e-07,8.131e-06,2.28e-07,0.00537837,0.00410122,0.00455723,0.00537978
gtsp_exact,0/0021,0,0,1438.12,3,3,1,8,0,1,0.000443738,8.318e-06,0.0157902,0.000857912,1.043e-06,2.63e-07,0.000212057,1.4765e-05,0.000438794,0.0169142,0.0173778,0.000439644
one_dir_exact,0/0021,0,0,1438.12,3,3,1,1,0,1,0.00041831,6.13e-07,0.00374919,0.000111348,1.005e-06,2.84e-07,7.44e-06,3.6787e-05,0.000185586,0.00389117,0.0043532,0.000186295
our_bcd,0/0022,0,0,1438.12,3,3,1,8,0,1,0.000802815,7.187e-06,0.0152719,0.000866248,1.428e-06,3.68e-07,0.000213397,1.91e-07,0.00354333,0.0164007,0.0172128,0.00354989
our_tcd,0/0022,0,0,1438.12,3,3,1,8,0,1,0.000525302,7.231e-06,0.0149687,0.000812898,1.102e-06,2.85e-07,0.000209598,2.96e-07,0.00356984,0.0160423,0.0165731,0.00357143
one_dir_gkma,0/0022,0,0,1438.12,3,3,1,1,0,1,0.000519981,7.6e-07,0.00368842,0.000107786,1.641e-06,3.03e-07,7.765e-06,1.3e-07,0.00541084,0.0038367,0.00436246,0.00541275
gtsp_exact,0/0022,0,0,1438.12,3,3,1,8,0,1,0.000650521,8.056e-06,0.0144926,0.000844897,3.183e-06,1.876e-06,0.000212395,1.4368e-05,0.000432384,0.0155946,0.0162875,0.000433154
one_dir_exact,0/0022,0,0,1438.12,3,3,1,1,0,1,0.000424672,8.73e-07,0.0039259,0.000113522,1.133e-06,2.93e-07,7.966e-06,4.7167e-05,0.000192669,0.00408411,0.00456812,0.000193604
our_bcd,0/0023,0,0,1438.12,3,3,1,8,0,1,0.000681247,7.228e-06,0.0146256,0.000823743,1.413e-06,2.69e-07,0.000213111,1.55e-07,0.00339522,0.0157127,0.0163994,0.00339609
our_tcd,0/0023,0,0,1438.12,3,3,1,8,0,1,0.000474948,7.259e-06,0.0143041,0.000809029,1.041e-06,2.74e-07,0.000212002,2e-07,0.00390819,0.0153733,0.0158562,0.0039094
one_dir_gkma,0/0023,0,0,1438.12,3,3,1,1,0,1,0.000439019,1.106e-06,0.00372528,0.000107152,1.183e-06,2.72e-07,7.297e-06,7.5e-08,0.00516681,0.0038654,0.00431288,0.00516756
gtsp_exact,0/0023,0,0,1438.12,3,3,1,8,0,1,0.000412012,7.027e-06,0.0149706,0.00081297,8.74e-07,1.77e-07,0.000209626,1.5942e-05,0.000434456,0.016043,0.0164754,0.000435319
one_dir_exact,0/0023,0,0,1438.12,3,3,1,1,0,1,0.000432044,8.25e-07,0.00441056,0.000113547,1.304e-06,4.49e-07,7.795e-06,4.5588e-05,0.000194307,0.00457317,0.00505648,0.00019522
our_bcd,0/0024,0,0,1438.12,3,3,1,8,0,1,0.000679958,7.075e-06,0.0138975,0.000883898,1.25e-06,2.81e-07,0.000215139,2.41e-07,0.00342804,0.015047,0.0157357,0.00342902
our_tcd,0/0024,0,0,1438.12,3,3,1,8,0,1,0.000482809,7.007e-06,0.0164439,0.000815522,1.131e-06,3.09e-07,0.000212917,4.22e-07,0.00348984,0.0175199,0.0180148,0.00349124
one_dir_gkma,0/0024,0,0,1438.12,3,3,1,1,0,1,0.000438492,8.1e-07,0.00392751,0.00011529,1.298e-06,2.76e-07,7.493e-06,2.81e-07,0.00563476,0.00409032,0.00453443,0.00563892
gtsp_exact,0/0024,0,0,1438.12,3,3,1,8,0,1,0.00043681,7.701e-06,0.015291,0.000840087,1.05e-06,2.72e-07,0.000211255,1.453e-05,0.000435954,0.0163901,0.0168521,0.000436776
one_dir_exact,0/0024,0,0,1438.12,3,3,1,1,0,1,0.000431515,7.34e-07,0.00375959,0.000111039,1.297e-06,2.63e-07,7.46e-06,3.5083e-05,0.000187243,0.00390137,0.00437597,0.000188051
our_bcd,0/0025,0,0,1438.12,3,3,1,8,0,1,0.000740132,7.443e-06,0.0152451,0.000840035,1.249e-06,2.59e-07,0.000213863,1.99e-07,0.00342064,0.0163513,0.0170966,0.00342154
